

Date	     Time	Stream	 GPU	Channels  Records   Samples		Bytes	Skip	Time (ms)

2024-08-27  17:39:33	  1	  1	  2	    1	    152299143168		 2	 1	115483.422
2024-08-27  17:43:55	  1	  1	  2	    1	    113744019456		 2	 1	86549.369
2024-08-27  17:46:32	  1	  1	  2	    1	    6628663296		 2	 1	4996.933
2024-08-27  17:55:48	  1	  1	  2	    1	    11944402944		 2	 1	9044.885
2024-08-27  19:14:40	  1	  1	  2	    1	    31798370304		 2	 1	24152.878
2024-08-27  21:22:16	  1	  1	  2	    1	    154476675072		 2	 1	117546.895
2024-08-27  21:24:34	  1	  1	  2	    1	    7973609472		 2	 1	6023.165
2024-08-27  21:26:51	  1	  1	  2	    1	    162354216960		 2	 1	123539.561
2024-08-27  21:31:58	  1	  1	  2	    1	    11976425472		 2	 1	9069.982
2024-08-27  21:35:19	  1	  1	  2	    1	    9286533120		 2	 1	7023.589
2024-08-27  22:10:06	  1	  1	  2	    1	    25137684480		 2	 1	19088.549
2024-08-27  22:41:43	  1	  1	  2	    1	    13257326592		 2	 1	10044.894
2024-08-27  22:54:39	  1	  1	  2	    1	    5283717120		 2	 1	3976.765
2024-08-27  22:56:52	  1	  1	  2	    1	    7941586944		 2	 1	5998.082
2024-08-27  23: 3:10	  1	  1	  2	    1	    25201729536		 2	 1	19146.356
2024-08-28  13: 6:08	  1	  1	  2	    1	    39771979776		 2	 1	30232.812
2024-08-28  13:19:45	  1	  1	  2	    1	    63468650496		 2	 1	48268.278
2024-08-28  13:57:11	  1	  1	  2	    1	    22447792128		 2	 1	17039.705
2024-08-29  13:29:34	  1	  1	  2	    1	    103368720384		 2	 1	78595.229
2024-08-29  17:42:55	  1	  1	  2	    1	    37082087424		 2	 1	28175.442
2024-08-29  17:43:44	  1	  1	  2	    1	    14602272768		 2	 1	11066.007
2024-08-29  19:36:46	  1	  1	  2	    1	    8369343873024		 2	 1	6369684.603
2024-08-30  10: 0:51	  1	  1	  2	    1	    84571496448		 2	 1	64293.811
2024-08-30  10: 2:24	  1	  1	  2	    1	    59497857024		 2	 1	45240.429
2024-08-30  10:56:34	  1	  1	  2	    1	    10599456768		 2	 1	8022.268
2024-08-30  11:11:51	  1	  1	  2	    1	    55366950912		 2	 1	42103.180
2024-08-30  11:26:23	  1	  1	  2	    1	    8133722112		 2	 1	34694.983
2024-09-03  17:18:38	  1	  1	  2	    1	    9254510592		 2	 1	6955.745
2024-09-03  17:24:58	  1	  1	  2	    1	    224157696		 2	 1	4657.381
2024-09-03  17:25:43	  1	  1	  2	    1	    224157696		 2	 1	4604.344
2024-09-03  17:27:17	  1	  1	  2	    1	    224157696		 2	 1	4552.618
2024-09-03  17:28:21	  1	  1	  2	    1	    8005632000		 2	 1	6051.193
2024-09-03  17:30:47	  1	  1	  2	    1	    66030452736		 2	 1	49942.677
2024-09-03  17:32:13	  1	  1	  2	    1	    224157696		 2	 1	4567.580
2024-09-03  17:48:01	  1	  1	  2	    1	    10599456768		 2	 1	8022.271
2024-09-05  16:34:23	  1	  1	  2	    1	    34392195072		 2	 1	26133.712
2024-09-05  17:32:38	  1	  1	  2	    1	    38298943488		 2	 1	29106.992
2024-09-05  19:55:54	  1	  1	  2	    1	    10599456768		 2	 1	8020.708
2024-09-05  20: 6:21	  1	  1	  2	    1	    198091358208		 2	 1	150720.141
2024-09-05  20:10:57	  1	  1	  2	    1	    140002492416		 2	 1	106504.086
2024-09-05  20:13:48	  1	  1	  2	    1	    75284963328		 2	 1	57250.221
2024-09-05  21: 4:05	  1	  1	  2	    1	    34360172544		 2	 1	26105.776
2024-09-05  21: 5:28	  1	  1	  2	    1	    91168137216		 2	 1	69340.962
2024-09-05  21:16:30	  1	  1	  2	    1	    64717529088		 2	 1	49210.031
2024-09-06  10:29:22	  1	  1	  2	    1	    283911733248		 2	 1	216022.404
2024-09-06  10:36:42	  1	  1	  2	    1	    528307666944		 2	 1	402020.163
2024-09-08  19:19:17	  1	  1	  2	    1	    198091358208		 2	 1	150717.473
2024-09-09  14:11:35	  1	  1	  2	    1	    110861991936		 2	 1	84356.102
2024-09-09  15:50:15	  1	  1	  2	    1	    58345046016		 2	 1	44125.021
2024-09-09  16:12:05	  1	  1	  2	    1	    18509021184		 2	 1	14040.689
2024-09-09  16:46:59	  1	  1	  2	    1	    13257326592		 2	 1	10047.420
2024-09-09  16:47:23	  1	  1	  2	    1	    224157696		 2	 1	4644.394
2024-09-09  17: 9:00	  1	  1	  2	    1	    19918012416		 2	 1	15111.375
2024-09-09  17:16:33	  1	  1	  2	    1	    17228120064		 2	 1	13050.312
2024-09-09  17:23:24	  1	  1	  2	    1	    15915196416		 2	 1	12048.040
2024-09-09  17:25:09	  1	  1	  2	    1	    5027536896		 2	 1	7082.625
2024-09-09  17:34:49	  1	  1	  2	    1	    3586523136		 2	 1	4998.796
2024-09-09  17:36:15	  1	  1	  2	    1	    80504635392		 2	 1	61216.120
2024-09-09  17:39:29	  1	  1	  2	    1	    19853967360		 2	 1	15068.106
2024-09-10  14:12:22	  1	  1	  2	    1	    4899446784		 2	 1	8472.406
2024-09-10  14:17:27	  1	  1	  2	    1	    40252317696		 2	 1	32101.082
2024-09-10  14:20:36	  1	  1	  2	    1	    13097213952		 2	 1	14733.826
2024-09-10  14:22:58	  1	  1	  2	    1	    8582037504		 2	 1	7992.137
2024-09-10  14:25:03	  1	  1	  2	    1	    12584853504		 2	 1	11038.886
2024-09-10  14:28:38	  1	  1	  2	    1	    12552830976		 2	 1	11033.307
2024-09-10  14:54:27	  1	  1	  2	    1	    11271929856		 2	 1	10055.895
2024-09-10  14:54:58	  1	  1	  2	    1	    96067584		 2	 1	14162.988
2024-09-10  14:56:30	  1	  1	  2	    1	    5059559424		 2	 1	8624.951
2024-09-10  14:57:41	  1	  1	  2	    1	    96067584		 2	 1	24008.040
2024-09-10  15: 1:49	  1	  1	  2	    1	    12552830976		 2	 1	11014.572
2024-09-10  15: 2:29	  1	  1	  2	    1	    8582037504		 2	 1	7992.976
2024-09-10  15: 3:31	  1	  1	  2	    1	    5956190208		 2	 1	5995.299
2024-09-10  15: 6:57	  1	  1	  2	    1	    13033168896		 2	 1	14678.901
2024-09-10  15: 9:07	  1	  1	  2	    1	    4515176448		 2	 1	8208.900
2024-09-10  17:19:23	  1	  1	  2	    1	    4323041280		 2	 1	7863.835
2024-09-10  17:26:53	  1	  1	  2	    1	    4579221504		 2	 1	8234.972
2024-09-10  17:50:57	  1	  1	  2	    1	    25778135040		 2	 1	21023.570
2024-09-11  10:16:06	  1	  1	  2	    1	    107915919360		 2	 1	83618.897
2024-09-16  17:29:44	  1	  1	  2	    1	    36441636864		 2	 1	29179.457
2024-09-16  17:41:16	  1	  1	  2	    1	    36345569280		 2	 1	29143.679
2024-09-16  17:53:31	  1	  1	  2	    1	    39099506688		 2	 1	30983.119
2024-09-17  22: 7:00	  1	  1	  2	    1	    7076978688		 2	 1	27644.017
2024-09-17  22: 8:40	  1	  1	  2	    1	    7044956160		 2	 1	18670.151
2024-09-17  22:11:58	  1	  1	  2	    1	    7044956160		 2	 1	18120.088
2024-09-17  22:17:02	  1	  1	  2	    1	    6948888576		 2	 1	6765.639
2024-09-17  22:18:51	  1	  1	  2	    1	    45600079872		 2	 1	36181.127
2024-09-17  22:30:47	  1	  1	  2	    1	    7429226496		 2	 1	14168.012
2024-09-17  22:35:05	  1	  1	  2	    1	    7012933632		 2	 1	6814.808
2024-09-17  22:36:42	  1	  1	  2	    1	    7012933632		 2	 1	21890.300
2024-09-17  22:45:58	  1	  1	  2	    1	    7076978688		 2	 1	6862.549
2024-09-17  22:58:25	  1	  1	  2	    1	    7141023744		 2	 1	60868.461
2024-09-17  23: 0:57	  1	  1	  2	    1	    7205068800		 2	 1	17150.428
2024-09-17  23: 5:36	  1	  1	  2	    1	    7173046272		 2	 1	15282.803
2024-09-17  23: 6:18	  1	  1	  2	    1	    7109001216		 2	 1	6887.378
2024-09-17  23: 6:53	  1	  1	  2	    1	    7173046272		 2	 1	16550.877
2024-09-17  23:59:12	  1	  1	  2	    1	    7109001216		 2	 1	24276.996
2024-09-18   0: 1:54	  1	  1	  2	    1	    7205068800		 2	 1	26904.351
2024-09-18   0: 2:40	  1	  1	  2	    1	    7205068800		 2	 1	35714.861
2024-09-18   0: 9:11	  1	  1	  2	    1	    7012933632		 2	 1	10508.462
2024-09-19  21:57:48	  1	  1	  2	    1	    7109001216		 2	 1	14773.310
2024-09-19  21:58:38	  1	  1	  2	    1	    32022528		 2	 1	1503.611
2024-09-19  22:21:31	  1	  1	  2	    1	    96067584		 2	 1	7736.077
2024-09-19  22:31:44	  1	  1	  2	    1	    96067584		 2	 1	8176.673
2024-09-19  22:33:56	  1	  1	  2	    1	    62764154880		 2	 1	49249.357
2024-09-19  22:34:39	  1	  1	  2	    1	    37658492928		 2	 1	30139.940
2024-09-19  22:43:19	  1	  1	  2	    1	    32374775808		 2	 1	26124.659
2024-09-19  22:50:20	  1	  1	  2	    1	    111662555136		 2	 1	86510.637
2024-09-19  22:57:17	  1	  1	  2	    1	    164659838976		 2	 1	126850.924
2024-09-20  11: 9:39	  1	  1	  2	    1	    90495664128		 2	 1	70359.418
2024-09-20  11:23:52	  1	  1	  2	    1	    12520808448		 2	 1	11007.324
2024-09-24  22:23:09	  1	  1	  2	    1	    139746312192		 2	 1	107894.942
